source,destination,service_type,fare
SNTHSK,BANKC,Bengaluru Sarige,23
SNTHSK,BNGH,Bengaluru Sarige,24
SNTHSK,BRN,Bengaluru Sarige,6
SNTHSK,CMRJPT,Bengaluru Sarige,24
SNTHSK,DSZN1,Bengaluru Sarige,12
SNTHSK,HKRLY,Bengaluru Sarige,6
SNTHSK,HOSKRE,Bengaluru Sarige,18
SNTHSK,KBS1,Bengaluru Sarige,28
SNTHSK,mnsk1,Bengaluru Sarige,6
SNTHSK,RMKAS,Bengaluru Sarige,24
SNTHSK,SRNN,Bengaluru Sarige,23
SNTHSK,STHACL,Bengaluru Sarige,23
SNTHSK,SUBST,Bengaluru Sarige,23
SNTN8,KRMRK,Bengaluru Sarige,28
SNTN8,TGP1,Bengaluru Sarige,6
SNTN8,TWNHG,Bengaluru Sarige,28
SNTNML,ADSN,Bengaluru Sarige,24
SNTNML,avlkup,Bengaluru Sarige,18
SNTNML,BCSM,Bengaluru Sarige,29
SNTNML,BDYNG,Bengaluru Sarige,12
SNTNML,BGMP,Bengaluru Sarige,23
SNTNML,BSVH12,Bengaluru Sarige,28
SNTNML,CKTND2,Bengaluru Sarige,12
SNTNML,CNTRL,Bengaluru Sarige,30
SNTNML,CRSM1,Bengaluru Sarige,28
SNTNML,D43G,Bengaluru Sarige,24
SNTNML,DRMNT,Bengaluru Sarige,18
SNTNML,GDMNC,Bengaluru Sarige,28
SNTNML,GJLP1,Bengaluru Sarige,28
SNTNML,GNPLYH,Bengaluru Sarige,12
SNTNML,GRH,Bengaluru Sarige,23
SNTNML,GRVCROSS,Bengaluru Sarige,12
SNTNML,HCP1,Bengaluru Sarige,12
SNTNML,HNDGT,Bengaluru Sarige,23
SNTNML,HNYP,Bengaluru Sarige,28
SNTNML,HSP7,Bengaluru Sarige,29
SNTNML,HUNSEGHT,Bengaluru Sarige,18
SNTNML,KBS1,Bengaluru Sarige,30
SNTNML,KDHM,Bengaluru Sarige,29
SNTNML,KKH3,Bengaluru Sarige,28
SNTNML,LGNH,Bengaluru Sarige,23
SNTNML,LLVTET,Bengaluru Sarige,23
SNTNML,MDP1,Bengaluru Sarige,23
SNTNML,MGPMD,Bengaluru Sarige,28
SNTNML,mkj,Bengaluru Sarige,29
SNTNML,MLM11C,Bengaluru Sarige,30
SNTNML,MLM8,Bengaluru Sarige,30
SNTNML,MLMC,Bengaluru Sarige,30
SNTNML,MRKP7,Bengaluru Sarige,29
SNTNML,NGN12,Bengaluru Sarige,28
SNTNML,RGPGT,Bengaluru Sarige,23
SNTNML,RMPR31,Bengaluru Sarige,18
SNTNML,SDVHLI,Bengaluru Sarige,23
SNTNML,SNDKPC4,Bengaluru Sarige,18
SNTNML,SNDN,Bengaluru Sarige,24
SNTNML,SRBP,Bengaluru Sarige,23
SNTNML,SRPC1,Bengaluru Sarige,28
SNTNML,THP,Bengaluru Sarige,28
SNTNML,TRMLPR,Bengaluru Sarige,29
SNTNML,TTI1,Bengaluru Sarige,30
SNTNML,VECA,Bengaluru Sarige,24
SNTNML,YGH,Bengaluru Sarige,17
SNTNML,YGHH,Bengaluru Sarige,23
SNTNML,YGHP1,Bengaluru Sarige,17
SNTNML,YTTMC,Bengaluru Sarige,30
SNTN,AGHRD,Bengaluru Sarige,30
SNTN,AJN7,Bengaluru Sarige,28
SNTN,ARTPL1,Bengaluru Sarige,18
SNTN,BDH2,Bengaluru Sarige,24
SNTN,BNIPT,Bengaluru Sarige,30
SNTN,BNYML,Bengaluru Sarige,30
SNTN,BTHC13,Bengaluru Sarige,12
SNTN,CC,Bengaluru Sarige,24
SNTN,CKGLH1,Bengaluru Sarige,24
SNTN,CMDN,Bengaluru Sarige,6
SNTN,EWCC9,Bengaluru Sarige,28
SNTN,FRSTG1,Bengaluru Sarige,23
SNTN,GLH7,Bengaluru Sarige,24
SNTN,HGH12,Bengaluru Sarige,23
SNTN,HNSM,Bengaluru Sarige,30
SNTN,HRHC1,Bengaluru Sarige,28
SNTN,JPTSP,Bengaluru Sarige,28
SNTN,KCHG1,Bengaluru Sarige,24
SNTN,KDBG,Bengaluru Sarige,18
SNTN,KHB,Bengaluru Sarige,30
SNTN,KMKPL,Bengaluru Sarige,28
SNTN,KRKLPL,Bengaluru Sarige,24
SNTN,KTH1,Bengaluru Sarige,6
SNTN,KTP,Bengaluru Sarige,28
SNTN,MCHG1,Bengaluru Sarige,23
SNTN,MGDRD10C1,Bengaluru Sarige,30
SNTN,MGDRD1C1,Bengaluru Sarige,30
SNTN,MGDRD5C,Bengaluru Sarige,30
SNTN,MGDRDMSN,Bengaluru Sarige,30
SNTN,MTST,Bengaluru Sarige,23
SNTN,PRSNNT,Bengaluru Sarige,30
SNTN,RGVLO1,Bengaluru Sarige,23
SNTN,RYNC,Bengaluru Sarige,30
SNTN,SKK,Bengaluru Sarige,28
SNTN,SMH4,Bengaluru Sarige,28
SNTN,SRSC,Bengaluru Sarige,30
SNTTMC1,8thML1,Bengaluru Sarige,28
SNTTMC1,A R C,Bengaluru Sarige,18
SNTTMC1,AIRTP,Vayu Vajra,245
SNTTMC1,ALSG,Vayu Vajra,220
SNTTMC1,AMH1,Bengaluru Sarige,30
SNTTMC1,AMHB,Bengaluru Sarige,30
SNTTMC1,ANC,Bengaluru Sarige,30
SNTTMC1,ANP10B,Bengaluru Sarige,28
SNTTMC1,ANT,Bengaluru Sarige,30
SNTTMC1,ARSK1,Bengaluru Sarige,30
SNTTMC1,BMDWK,Vayu Vajra,50
SNTTMC1,BMETAG,Bengaluru Sarige,23
SNTTMC1,BNMG,Bengaluru Sarige,30
SNTTMC1,BTLSUR,Vayu Vajra,220
SNTTMC1,BTRPF,Vayu Vajra,220
SNTTMC1,CBI,Vayu Vajra,50
SNTTMC1,CKBD,Bengaluru Sarige,30
SNTTMC1,CKJLAF,Vayu Vajra,220
SNTTMC1,CLO1,Bengaluru Sarige,23
SNTTMC1,CMLJ,Bengaluru Sarige,23
SNTTMC1,CMT,Bengaluru Sarige,28
SNTTMC1,CMWT,Bengaluru Sarige,12
SNTTMC1,CNRBK1,Vayu Vajra,50
SNTTMC1,CNTRL,Bengaluru Sarige,18
SNTTMC1,CPS,Bengaluru Sarige,28
SNTTMC1,CRKIA,Vayu Vajra,245
SNTTMC1,CRPN,Bengaluru Sarige,12
SNTTMC1,CRPN,Electric,12
SNTTMC1,D25BMTC,Vajra,35
SNTTMC1,DF,Bengaluru Sarige,30
SNTTMC1,DHFL,Vayu Vajra,245
SNTTMC1,DSN,Bengaluru Sarige,30
SNTTMC1,DVN,Bengaluru Sarige,30
SNTTMC1,GGPL,Bengaluru Sarige,24
SNTTMC1,GVRDN,Bengaluru Sarige,24
SNTTMC1,HBL,Vayu Vajra,50
SNTTMC1,HNMHF,Vayu Vajra,220
SNTTMC1,IAFF1,Vayu Vajra,220
SNTTMC1,INDG,Bengaluru Sarige,12
SNTTMC1,INTAX,Bengaluru Sarige,28
SNTTMC1,JLCR1,Bengaluru Sarige,28
SNTTMC1,JND,Bengaluru Sarige,30
SNTTMC1,JYtHN,Bengaluru Sarige,23
SNTTMC1,KGLF2,Vayu Vajra,220
SNTTMC1,KIAL,Vayu Vajra,245
SNTTMC1,KMT2,Bengaluru Sarige,6
SNTTMC1,MDF,Vayu Vajra,60
SNTTMC1,MDV,Bengaluru Sarige,30
SNTTMC1,MEI2,Bengaluru Sarige,24
SNTTMC1,MF,Bengaluru Sarige,30
SNTTMC1,MKC,Vayu Vajra,40
SNTTMC1,MKL1,Bengaluru Sarige,30
SNTTMC1,MLM11C,Bengaluru Sarige,23
SNTTMC1,MLM15,Bengaluru Sarige,23
SNTTMC1,MLM8,Bengaluru Sarige,23
SNTTMC1,MLMC,Bengaluru Sarige,23
SNTTMC1,MLSW18C,Bengaluru Sarige,23
SNTTMC1,MNML,Bengaluru Sarige,18
SNTTMC1,MRSBS,Bengaluru Sarige,28
SNTTMC1,MYBNK,Bengaluru Sarige,12
SNTTMC1,MYBNK,Electric,12
SNTTMC1,NGN1,Bengaluru Sarige,28
SNTTMC1,NGRCL,Bengaluru Sarige,23
SNTTMC1,NMLN,Bengaluru Sarige,30
SNTTMC1,NSPL-1,Bengaluru Sarige,24
SNTTMC1,NVYGT,Vayu Vajra,245
SNTTMC1,OKPRA,Bengaluru Sarige,18
SNTTMC1,PLCGR,Vayu Vajra,40
SNTTMC1,PLVT,Bengaluru Sarige,6
SNTTMC1,PLVT,Electric,6
SNTTMC1,PNY1,Bengaluru Sarige,28
SNTTMC1,P[DP,Bengaluru Sarige,24
SNTTMC1,RICHMD,Bengaluru Sarige,6
SNTTMC1,RMCY,Bengaluru Sarige,24
SNTTMC1,RMGTH,Vayu Vajra,30
SNTTMC1,RVHC,Bengaluru Sarige,30
SNTTMC1,RYNC,Bengaluru Sarige,12
SNTTMC1,SBS1,Bengaluru Sarige,12
SNTTMC1,SGMC,Bengaluru Sarige,23
SNTTMC1,SPHS2,Vayu Vajra,20
SNTTMC1,SRS,Bengaluru Sarige,28
SNTTMC1,STJC,Bengaluru Sarige,12
SNTTMC1,TBN,Bengaluru Sarige,30
SNTTMC1,TCI1,Bengaluru Sarige,30
SNTTMC1,TDSH,Bengaluru Sarige,28
SNTTMC1,TTI1,Bengaluru Sarige,23
SNTTMC1,VNTF1,Vayu Vajra,220
SNTTMC1,VSA,Bengaluru Sarige,30
SNTTMC1,VTRNC1,Vayu Vajra,50
SNTTMC1,WCN,Bengaluru Sarige,30
SNTTMC1,WF,Bengaluru Sarige,30
SNTTMC1,YTTMC,Bengaluru Sarige,23
SNTTMC,AGRJ,Bengaluru Sarige,24
SNTTMC,AKSYNT1,Bengaluru Sarige,24
SNTTMC,AMDKR,Bengaluru Sarige,28
SNTTMC,AMDKR,Electric,28
SNTTMC,ATB0,Bengaluru Sarige,40
SNTTMC,ATB0,Electric,40
SNTTMC,BCJ1,Bengaluru Sarige,28
SNTTMC,BLJA,Bengaluru Sarige,28
SNTTMC,BLJA,Electric,28
SNTTMC,BMH2,Bengaluru Sarige,24
SNTTMC,BNPK1,Vajra,40
SNTTMC,BNPK1,Volvo Electric,40
SNTTMC,BSJP1,Bengaluru Sarige,24
SNTTMC,BTM MC3,Bengaluru Sarige,23
SNTTMC,BTM12M,Bengaluru Sarige,23
SNTTMC,CKADG,Bengaluru Sarige,18
SNTTMC,CKHD,Bengaluru Sarige,30
SNTTMC,CKNYH,Bengaluru Sarige,28
SNTTMC,CNPCR,Bengaluru Sarige,30
SNTTMC,CNPCR,Electric,30
SNTTMC,CORNL,Bengaluru Sarige,18
SNTTMC,CRML1,Bengaluru Sarige,28
SNTTMC,CRML1,Electric,28
SNTTMC,D38CHKNML,Bengaluru Sarige,30
SNTTMC,DBLRD14,Bengaluru Sarige,24
SNTTMC,DKKSJP1,Bengaluru Sarige,28
SNTTMC,DLFHT,Bengaluru Sarige,24
SNTTMC,DMSCR,Bengaluru Sarige,30
SNTTMC,DMSCR,Electric,30
SNTTMC,DODTML,Bengaluru Sarige,30
SNTTMC,DRC,Bengaluru Sarige,12
SNTTMC,DYNDSC,Bengaluru Sarige,23
SNTTMC,GBPLYA,Bengaluru Sarige,24
SNTTMC,GHTL,Bengaluru Sarige,30
SNTTMC,GNGTC,Bengaluru Sarige,23
SNTTMC,GSTL,Bengaluru Sarige,40
SNTTMC,GSTL,Electric,40
SNTTMC,HOSRD,Bengaluru Sarige,28
SNTTMC,HSR  14,Bengaluru Sarige,24
SNTTMC,HSR  14,Electric,24
SNTTMC,HSR2SCR1,Bengaluru Sarige,28
SNTTMC,HSR2SCR1,Electric,28
SNTTMC,HSRBDAC,Bengaluru Sarige,24
SNTTMC,HSRBDAC,Electric,24
SNTTMC,IBLU2,Bengaluru Sarige,24
SNTTMC,JBMN,Bengaluru Sarige,23
SNTTMC,JKS1,Bengaluru Sarige,23
SNTTMC,JNHR1,Bengaluru Sarige,18
SNTTMC,JNSG,Bengaluru Sarige,28
SNTTMC,JYNGRC,Bengaluru Sarige,18
SNTTMC,KAIK1,Bengaluru Sarige,28
SNTTMC,KBS1,Bengaluru Sarige,18
SNTTMC,KDG,Bengaluru Sarige,24
SNTTMC,KDHGT,Bengaluru Sarige,28
SNTTMC,KDHGT,Electric,28
SNTTMC,KHRD,Bengaluru Sarige,6
SNTTMC,KMHC,Bengaluru Sarige,23
SNTTMC,KRM1B,Bengaluru Sarige,23
SNTTMC,KRMW1,Bengaluru Sarige,23
SNTTMC,KRPNC,Bengaluru Sarige,23
SNTTMC,KVNGR,Bengaluru Sarige,23
SNTTMC,LKS,Bengaluru Sarige,12
SNTTMC,MDWMK,Bengaluru Sarige,23
SNTTMC,MHW,Bengaluru Sarige,18
SNTTMC,NMGHR,Bengaluru Sarige,28
SNTTMC,NMH,Bengaluru Sarige,12
SNTTMC,PRBSNGR,Vajra,40
SNTTMC,PRBSNGR,Volvo Electric,40
SNTTMC,prmsndf,Bengaluru Sarige,30
SNTTMC,PRPL,Bengaluru Sarige,28
SNTTMC,PRPL,Electric,28
SNTTMC,RPNA,Bengaluru Sarige,24
SNTTMC,RRLO,Bengaluru Sarige,28
SNTTMC,RYSNC,Bengaluru Sarige,30
SNTTMC,SDPY3,Bengaluru Sarige,18
SNTTMC,SFC,Bengaluru Sarige,23
SNTTMC,SIA HSRLO,Bengaluru Sarige,24
SNTTMC,SIA HSRLO,Electric,24
SNTTMC,SJPWPCAM,Bengaluru Sarige,28
SNTTMC,SJPWPCAM,Electric,28
SNTTMC,SMPHL1,Vajra,40
SNTTMC,SMPHL1,Volvo Electric,40
SNTTMC,SRNN,Bengaluru Sarige,23
SNTTMC,SSNDRA,Bengaluru Sarige,28
SNTTMC,STJH,Bengaluru Sarige,23
SNTTMC,TVKAM1,Bengaluru Sarige,18
SNTTMC,TVKMRI,Bengaluru Sarige,18
SNTTMC,WATANK,Bengaluru Sarige,23
SNTTMC,WG10C,Bengaluru Sarige,12
SNTTMC,WGPC,Bengaluru Sarige,6
SNTTMC,WTR,Bengaluru Sarige,24
SNTTMC,YDHL,Bengaluru Sarige,40
SNTTMC,YDHL,Electric,40
SNTTMC,YRBN2,Bengaluru Sarige,23
SNYW,NLSB1,Bengaluru Sarige,12
SOLLPR,BMH2,Bengaluru Sarige,30
SOLLPR,CHNDPR,Bengaluru Sarige,24
SOLLPR,CSB21,Bengaluru Sarige,30
SOLLPR,GBPLYA,Bengaluru Sarige,30
SOLLPR,GDHTGT,Bengaluru Sarige,23
SOLLPR,GSTL,Bengaluru Sarige,23
SOLLPR,HOSRD,Bengaluru Sarige,30
SOLLPR,HSKGT1,Bengaluru Sarige,28
SOLLPR,JLCL,Bengaluru Sarige,12
SOLLPR,KDG,Bengaluru Sarige,30
SOLLPR,KHBS7,Bengaluru Sarige,12
SOLLPR,KNPA,Bengaluru Sarige,30
SOLLPR,NRLG,Bengaluru Sarige,24
SOLLPR,PESIT,Bengaluru Sarige,30
SOLLPR,RPNA,Bengaluru Sarige,30
SOLLPR,SSNDRA,Bengaluru Sarige,30
SOLLPR,TRMGH,Bengaluru Sarige,24
SOLLPR,VRSND,Bengaluru Sarige,28
SOLLPR,YDHL,Bengaluru Sarige,23
SOPG1,AGRJ1,Vajra,40
SOPG1,ASCC,Bengaluru Sarige,30
SOPG1,CMLR,Bengaluru Sarige,23
SOPG1,CMLR,Electric,23
SOPG1,D25G,Vajra,40
SOPG1,GGSK,Bengaluru Sarige,23
SOPG1,INDRSDM,Bengaluru Sarige,30
SOPG1,KLMD1,Bengaluru Sarige,28
SOPG1,KLMD1,Electric,28
SOPG1,KRMPPO1,Bengaluru Sarige,30
SOPG1,KTHN2,Bengaluru Sarige,30
SOPG1,KTHN2,Electric,30
SOPG1,KVASC,Bengaluru Sarige,30
SOPG1,NGVG1,Bengaluru Sarige,30
SOPG1,RVT,Bengaluru Sarige,30
SOPG1,SJRSTP,Vajra,15
SOPG1,VANPT,Bengaluru Sarige,30
SOPG1,VVKC2,Bengaluru Sarige,30
SOPG,AGRJ,Bengaluru Sarige,28
SOPG,AMDKR,Bengaluru Sarige,23
SOPG,BKHS,Bengaluru Sarige,18
SOPG,BSJP1,Bengaluru Sarige,24
SOPG,DKKSJP1,Bengaluru Sarige,23
SOPG,DRC,Bengaluru Sarige,30
SOPG,IBLU2,Bengaluru Sarige,28
SOPG,JKS1,Bengaluru Sarige,28
SOPG,JNHR1,Bengaluru Sarige,30
SOPG,JNSG,Bengaluru Sarige,24
SOPG,KAIK1,Bengaluru Sarige,24
SOPG,KDHGT,Bengaluru Sarige,23
SOPG,KMHC,Bengaluru Sarige,30
SOPG,KRMW1,Bengaluru Sarige,30
SOPG,LGHM,Bengaluru Sarige,30
SOPG,LKS,Bengaluru Sarige,30
SOPG,MHW,Bengaluru Sarige,30
SOPG,NMH,Bengaluru Sarige,30
SOPG,RRLO,Bengaluru Sarige,24
SOPG,SFC,Bengaluru Sarige,28
SOPG,SJPC,Bengaluru Sarige,12
SOPG,SJPWPCAM,Bengaluru Sarige,23
SOPG,STJH,Bengaluru Sarige,30
SOPG,WG7,Bengaluru Sarige,30
SPB,BDC-1,Bengaluru Sarige,12
SPB,BEL,Bengaluru Sarige,12
SPB,BRKBND,Bengaluru Sarige,24
SPB,BRVG,Bengaluru Sarige,30
SPB,BVM,Bengaluru Sarige,6
SPB,CFFDY,Bengaluru Sarige,23
SPB,CHNMDL,Bengaluru Sarige,30
SPB,CKSDCR2,Bengaluru Sarige,30
SPB,CNGMG,Bengaluru Sarige,30
SPB,CNPCR,Bengaluru Sarige,30
SPB,CSA-1,Bengaluru Sarige,6
SPB,D38CHKNML,Bengaluru Sarige,30
SPB,DDMD1,Bengaluru Sarige,30
SPB,FRM-1,Bengaluru Sarige,24
SPB,GHHSCH,Bengaluru Sarige,28
SPB,GNGR5,Bengaluru Sarige,28
SPB,GPSGTE,Bengaluru Sarige,30
SPB,GVGT,Bengaluru Sarige,12
SPB,HALAMG,Bengaluru Sarige,30
SPB,HGDHLI,Bengaluru Sarige,28
SPB,HPOF,Bengaluru Sarige,23
SPB,HROGT1,Bengaluru Sarige,30
SPB,HSKBEO,Bengaluru Sarige,26
SPB,HSKKD,Bengaluru Sarige,18
SPB,HSKSTP,Bengaluru Sarige,26
SPB,HSKTHSS,Bengaluru Sarige,26
SPB,HSKTT,Bengaluru Sarige,26
SPB,HSSG2,Bengaluru Sarige,30
SPB,KDB,Bengaluru Sarige,18
SPB,KGLPR3,Bengaluru Sarige,30
SPB,KGPCR1,Bengaluru Sarige,30
SPB,KJSNGT,Bengaluru Sarige,6
SPB,KKSCL1,Bengaluru Sarige,28
SPB,KNMGT,Bengaluru Sarige,6
SPB,KOMS,Bengaluru Sarige,30
SPB,KTMG,Bengaluru Sarige,18
SPB,MAO,Bengaluru Sarige,30
SPB,MNHPG,Bengaluru Sarige,30
SPB,MNSGH,Bengaluru Sarige,23
SPB,SEGGT,Bengaluru Sarige,6
SPB,SGHNA12,Bengaluru Sarige,30
SPB,SIBH,Bengaluru Sarige,23
SPB,SLM,Bengaluru Sarige,6
SPB,SMT,Bengaluru Sarige,12
SPB,SSBM-1,Bengaluru Sarige,18
SPB,STMH-1,Bengaluru Sarige,12
SPB,SUMKL,Bengaluru Sarige,30
SPB,TIBYHS,Bengaluru Sarige,28
SPB,TRTCR,Bengaluru Sarige,30
SPB,VNKGR,Bengaluru Sarige,28
SPB,VRSND,Bengaluru Sarige,30
SPB,VRTBS,Bengaluru Sarige,24
SPB,VRTKD1,Bengaluru Sarige,24
SPB,VRTPST5,Bengaluru Sarige,28
SPB,VRTU1,Bengaluru Sarige,24
SPB,WFPO1,Bengaluru Sarige,23
SPGT3,ANCHPC,Bengaluru Sarige,30
SPGT3,BDD,Bengaluru Sarige,30
SPGT3,BGTC,Bengaluru Sarige,6
SPGT3,BLWGT,Bengaluru Sarige,6
SPGT3,BTNHLI,Bengaluru Sarige,12
SPGT3,BTR,Bengaluru Sarige,18
SPGT3,CDMS3,Bengaluru Sarige,23
SPGT3,CTRPS2,Bengaluru Sarige,23
SPGT3,EGLTNR,Bengaluru Sarige,30
SPGT3,GLKML,Bengaluru Sarige,23
SPGT3,GLPL1,Bengaluru Sarige,30
SPGT3,HKPKCR2,Bengaluru Sarige,12
SPGT3,KDMNH2,Bengaluru Sarige,30
SPGT3,KYSGT2,Bengaluru Sarige,6
SPGT3,MSAMC1,Bengaluru Sarige,30
SPGT3,PGPL,Bengaluru Sarige,30
SPGT3,SNMNGL,Bengaluru Sarige,30
SPGT3,SYLDDI1,Bengaluru Sarige,18
SPGT3,VSDP,Bengaluru Sarige,23
SPHLI,BMH2,Bengaluru Sarige,30
SPHLI,DRC,Bengaluru Sarige,30
SPHLI,GBPLYA,Bengaluru Sarige,30
SPHLI,HOSRD,Bengaluru Sarige,28
SPHLI,HSKGT1,Bengaluru Sarige,28
SPHLI,JNHR1,Bengaluru Sarige,30
SPHLI,KDG,Bengaluru Sarige,30
SPHLI,KNPA,Bengaluru Sarige,28
SPHLI,LGHM,Bengaluru Sarige,30
SPHLI,LKS,Bengaluru Sarige,30
SPHLI,MHW,Bengaluru Sarige,30
SPHLI,NGYKL,Bengaluru Sarige,12
SPHLI,NMH,Bengaluru Sarige,30
SPHLI,PESIT,Bengaluru Sarige,28
SPHLI,RPNA,Bengaluru Sarige,30
SPHLI,SSNDRA,Bengaluru Sarige,30
SPHLI,STJH,Bengaluru Sarige,30
SPHLI,VRSND,Bengaluru Sarige,28
SPHLI,WG7,Bengaluru Sarige,30
SPHLI,YLMPL,Bengaluru Sarige,6
SPHS2,AIRTP,Vayu Vajra,245
SPHS2,AKMRP,Bengaluru Sarige,24
SPHS2,ALSG,Vayu Vajra,220
SPHS2,ASKTSTP,Bengaluru Sarige,23
SPHS2,BMDWK,Vayu Vajra,50
SPHS2,BSWC,Bengaluru Sarige,18
SPHS2,BTLSUR,Vayu Vajra,220
SPHS2,BTRPF,Vayu Vajra,220
SPHS2,BVNR,Bengaluru Sarige,24
SPHS2,BYSMC,Bengaluru Sarige,23
SPHS2,CKJLAF,Vayu Vajra,220
SPHS2,CQL,Bengaluru Sarige,18
SPHS2,CRKIA,Vayu Vajra,245
SPHS2,D14G,Bengaluru Sarige,23
SPHS2,DHFL,Vayu Vajra,245
SPHS2,DNRMD,Bengaluru Sarige,23
SPHS2,GKW,Bengaluru Sarige,24
SPHS2,HMTL,Bengaluru Sarige,23
SPHS2,HNMHF,Vayu Vajra,220
SPHS2,IAFF1,Vayu Vajra,220
SPHS2,JYMHL,Bengaluru Sarige,12
SPHS2,KBR,Bengaluru Sarige,23
SPHS2,KGLF2,Vayu Vajra,220
SPHS2,KIAL,Vayu Vajra,245
SPHS2,KRMC,Bengaluru Sarige,23
SPHS2,MMNDRA,Bengaluru Sarige,24
SPHS2,MRP,Bengaluru Sarige,12
SPHS2,MTCC,Bengaluru Sarige,6
SPHS2,MTH1,Bengaluru Sarige,18
SPHS2,NVYGT,Vayu Vajra,245
SPHS2,PTQ,Bengaluru Sarige,23
SPHS2,RAJ2B,Bengaluru Sarige,18
SPHS2,RICHMD,Vayu Vajra,15
SPHS2,RJN6B,Bengaluru Sarige,23
SPHS2,RJNESI,Bengaluru Sarige,18
SPHS2,RTN12,Bengaluru Sarige,23
SPHS2,RTNPS,Bengaluru Sarige,23
SPHS2,RTNPS3,Bengaluru Sarige,23
SPHS2,SBNGDN,Bengaluru Sarige,24
SPHS2,SJHS1,Vayu Vajra,15
SPHS2,SLTPL,Bengaluru Sarige,23
SPHS2,STPCR1,Bengaluru Sarige,23
SPHS2,TVT,Bengaluru Sarige,18
SPHS2,TWNHG,Bengaluru Sarige,23
SPHS2,VNH1,Bengaluru Sarige,24
SPHS2,VNTF1,Vayu Vajra,220
SPH,BRP,Bengaluru Sarige,24
SPH,CBI,Bengaluru Sarige,28
SPH,CNRBK1,Bengaluru Sarige,28
SPH,GKVK,Bengaluru Sarige,24
SPH,HBL,Bengaluru Sarige,28
SPH,JAD1,Bengaluru Sarige,24
SPH,kdg2,Bengaluru Sarige,28
SPH,KRMRK,Bengaluru Sarige,30
SPH,MKC,Bengaluru Sarige,28
SPH,PLCGR,Bengaluru Sarige,30
SPH,RMGTH,Bengaluru Sarige,30
SPH,RTSNTY,Bengaluru Sarige,24
SPH,SVNDS,Bengaluru Sarige,30
SPH,TWNHG,Bengaluru Sarige,30
SPH,VTRNC1,Bengaluru Sarige,28
SPL,ABCLLG,Bengaluru Sarige,12
SPL,ASWNGR,Bengaluru Sarige,6
SPL,BKFT,Bengaluru Sarige,12
SPL,BLHL,Bengaluru Sarige,23
SPL,BLKDRC,Bengaluru Sarige,24
SPL,BMBZ,Bengaluru Sarige,23
SPL,CHLS,Bengaluru Sarige,23
SPL,CKHL1,Bengaluru Sarige,18
SPL,CNBTYR,Bengaluru Sarige,23
SPL,COLPK,Bengaluru Sarige,23
SPL,CSB21,Bengaluru Sarige,30
SPL,CSPURNDY,Bengaluru Sarige,23
SPL,DDI1,Bengaluru Sarige,23
SPL,DDY2,Bengaluru Sarige,23
SPL,DNP,Bengaluru Sarige,24
SPL,FLSF,Bengaluru Sarige,12
SPL,GKL,Bengaluru Sarige,24
SPL,GVPC,Bengaluru Sarige,12
SPL,HSHS12,Bengaluru Sarige,24
SPL,JJN1,Bengaluru Sarige,30
SPL,JJRNAGRA,Bengaluru Sarige,30
SPL,JLIMC,Bengaluru Sarige,23
SPL,JONGV,Bengaluru Sarige,6
SPL,KDGH12,Bengaluru Sarige,12
SPL,KFR,Bengaluru Sarige,18
SPL,KGHLY,Bengaluru Sarige,12
SPL,KMPU,Bengaluru Sarige,18
SPL,KNRU,Bengaluru Sarige,23
SPL,KNYPCS,Bengaluru Sarige,12
SPL,KRC5,Bengaluru Sarige,24
SPL,MLMCLNY,Bengaluru Sarige,18
SPL,MRMTMP,Bengaluru Sarige,30
SPL,MSRC1,Bengaluru Sarige,24
SPL,MTKR,Bengaluru Sarige,24
SPL,MYBP,Bengaluru Sarige,12
SPL,NGW,Bengaluru Sarige,6
SPL,NRN,Bengaluru Sarige,18
SPL,PRYN,Bengaluru Sarige,18
SPL,PTC,Bengaluru Sarige,18
SPL,PTRBK,Bengaluru Sarige,6
SPL,REVC,Bengaluru Sarige,23
SPL,RKHGD,Bengaluru Sarige,12
SPL,RVCLR,Bengaluru Sarige,23
SPL,SIA HSRLO,Bengaluru Sarige,30
SPL,SRYP,Bengaluru Sarige,6
SPL,THRHC,Bengaluru Sarige,18
SPL,TLBSD,Bengaluru Sarige,6
SPL,TWNHG,Bengaluru Sarige,28
SPL,VEPL,Bengaluru Sarige,12
SPL,VKPM,Bengaluru Sarige,18
SPL,VNYKT78,Bengaluru Sarige,28
SPL,VSD8,Bengaluru Sarige,24
SPL,YPRAT,Bengaluru Sarige,24
SPL,YPRTG,Bengaluru Sarige,24
SPR PSTO,ATB0,Bengaluru Sarige,30
SPR PSTO,BEL3,Bengaluru Sarige,30
SPR PSTO,BGSHM,Bengaluru Sarige,23
SPR PSTO,BGYNG,Bengaluru Sarige,23
SPR PSTO,BSK5,Bengaluru Sarige,18
SPR PSTO,BSPR,Bengaluru Sarige,24
SPR PSTO,BSVNDTN,Bengaluru Sarige,28
SPR PSTO,BTDP,Bengaluru Sarige,28
SPR PSTO,BTDPR,Bengaluru Sarige,28
SPR PSTO,BTSCRO,Bengaluru Sarige,30
SPR PSTO,CHNDPR,Bengaluru Sarige,30
SPR PSTO,CKLBC,Bengaluru Sarige,12
SPR PSTO,CKLSC,Bengaluru Sarige,12
SPR PSTO,CKPLC,Bengaluru Sarige,24
SPR PSTO,CNCAP,Bengaluru Sarige,30
SPR PSTO,CPR,Bengaluru Sarige,30
SPR PSTO,DPKNH,Bengaluru Sarige,23
SPR PSTO,ELC,Bengaluru Sarige,30
